HDP1,HDP1-No
0.042606516,0.122807018
0.036082474,0.036082474
0.05785124,0.05785124
0.063492063,0.047619048
0.046728972,0.046728972
0.055555556,0.055555556
0.059405941,0.069306931
0.024691358,0.021604938
0.046138415,0.027081244
0.017366136,0.018813314
0.047244094,0.141732283
0.015037594,0.017185822
0.055335968,0.059288538
0.053571429,0.053571429
0.040100251,0.047619048
0.289256198,0.330578512
0.412698413,0.507936508
0.555555556,0.111111111
0.356435644,0.217821782
0.487654321,0.558641975
0.55667001,0.245737212
0.07959479,0.114327062
0.731917646,0.75132047
0.228346457,0.039370079
0.45810956,0.238990333
0.217391304,0.188405797
0.32681388,0.432176656
0.795659079,0.88165402
0.283233133,0.10754843
0.482142857,0.303571429
0.370927318,0.556390977
0.041237113,0.056701031
0.05785124,0.05785124
0.047619048,0.047619048
0.046728972,0.056074766
0.055555556,0.055555556
0.04950495,0.04950495
0.021604938,0.021604938
0.06,0.08
0.039370079,0.05511811
0.053571429,0.053571429
0.047619048,0.045112782
0.214876033,0.247933884
0.031746032,0.063492063
0.102803738,0.355140187
0.083333333,0.222222222
0.079207921,0.118811881
0.040123457,0.049382716
0.186559679,0.054162487
0.067861983,0.04242677
0.08,0.07
0.095513748,0.124457308
0.016707987,0.019618411
0.062992126,0.047244094
0.186358754,0.199785177
0.208333333,0.09469697
0.20126183,0.052996845
0.010764073,0.003176284
0.075484302,0.109552438
0.160714286,0.642857143
0.072,0.056
0.05785124,0.066115702
0.031746032,0.53968254
0.046728972,0.177570093
0.055555556,0.111111111
0.069306931,0.04950495
0.02991453,0.02991453
0.10619469,0.085545723
0.021604938,0.021604938
0.025075226,0.027081244
0.020744293,0.025956427
0.013024602,0.015918958
0.039370079,0.039370079
0.050750536,0.06147248
0.050768203,0.036072144
0.088888889,0.111111111
0.03962704,0.037296037
0.06122449,0.005102041
0.033195021,0.037344398
0.056818182,0.013636364
