HDP1,HDP1-No
0.364325341,0.779265361
0.508292664,0.40352617
0.317051323,0.27865333
0.637395177,0.552243434
0.5598912,0.359168
0.675321807,0.594236311
0.660425891,0.509024931
0.676929103,0.324567171
0.402826413,0.279305844
0.371207146,0.247917427
0.491668609,0.435800285
0.524739927,0.509042891
0.353870721,0.30953369
0.086558768,0.5856917
0.733094145,0.612220304
0.72878784,0.39296
0.762323246,0.601633045
0.67089634,0.54098181
0.71744864,0.572340117
0.451275793,0.337584461
0.296726932,0.294287327
0.491681093,0.445959888
0.492943413,0.527916285
0.368601278,0.491638102
0.462192814,0.285185759
0.48909115,0.45125692
0.674516745,0.505453966
0.5598912,0.611776
0.629990394,0.426897214
0.585136961,0.507128246
0.697546571,0.635108481
0.567682844,0.342823996
0.464006105,0.382077488
0.663947053,0.389588148
0.418463397,0.350920393
0.320538054,0.307023903
0.472397223,0.393400656
0.650770975,0.537827252
0.521951042,0.540641604
0.7159328,0.422144
0.722803554,0.440441883
0.607386589,0.623219373
0.734177019,0.486537439
0.296726932,0.346440429
0.561196545,0.509344663
0.557612839,0.543507198
0.806502301,0.47986134
0.447510709,0.428879279
0.676661442,0.56737828
0.976417633,0.813876001
0.51188329,0.625281851
0.78326493,0.265646929
0.699862394,0.576496321
0.76681088,0.479488
0.388106629,0.608885687
0.578147676,0.483262926
0.276446416,0.596646943
0.689197563,0.522888771
0.534067094,0.318570133
0.795260157,0.448347003
0.478820586,0.331194652
0.638155261,0.531698229
0.565093394,0.467019334
0.762645109,0.633708819
0.572728013,0.466708802
0.617705845,0.520777912
0.646260711,0.5527529
0.595628279,0.302527584
0.436013679,0.733990441
0.462749366,0.649094827
0.502764904,0.415480756
0.650076925,0.539219164
0.421246755,0.429177589
0.609302988,0.503556188
0.637776358,0.232866721
0.699862394,0.600083804
0.76681088,0.493312
0.388106629,0.569644573
0.583382527,0.469586413
0.276446416,0.541858426
0.768394161,0.396843428
0.534067094,0.518900559
0.795260157,0.65449059
0.565093394,0.557302843
0.767915227,0.482103899
0.617608868,0.563156775
0.491737294,0.622277387
0.595567627,0.311824847
0.435522506,0.479753513
0.462192814,0.470510007
0.680479454,0.411494453
0.609246237,0.544016621
0.421246755,0.182137197
0.637776358,0.218290869
0.50661248,0.447424
0.719200287,0.48573487
0.649700136,0.577478035
0.820455841,0.568814377
0.421280274,0.385918693
0.414686786,0.379871698
0.410397116,0.33094187
0.769471661,0.658933718
0.755288736,0.499123384
0.557739401,0.447648282
0.486064003,0.5332345
0.557603305,0.472225683
0.505806165,0.35873535
0.515109294,0.268962363
0.447510709,0.297526783
0.802536074,0.475594105
0.861638692,0.604818319
0.570156995,0.429118154
0.57274624,0.421792
0.689560519,0.357564841
0.630391876,0.425876433
0.777762437,0.342099496
0.824486875,0.551940832
0.354675301,0.37345117
0.421539604,0.358461055
0.496897463,0.375955282
0.629085917,0.378991661
0.411062656,0.518290516
0.372615415,0.301368265
0.449858272,0.497327914
0.281334994,0.528399514
0.366306483,0.596728338
0.363672338,0.414832446
0.85983795,0.574141724
0.476447639,0.28235027
0.449297383,0.451396602
0.652421487,0.494436882
0.422798972,0.341706678
0.377012832,0.479718764
0.048634186,0.249034563
0.159406935,0.117823608
0.272150294,0.297712026
0.5664736,0.530112
0.649866474,0.475600384
0.622463732,0.478544725
0.699667981,0.585798817
0.415401943,0.375404844
0.539656426,0.515919711
0.229134739,0.551676897
0.367537105,0.50072064
0.37536501,0.510368748
0.449074932,0.394896212
0.356769951,0.585912293
0.506160169,0.373516499
0.391772038,0.536348704
0.386508124,0.63129279
0.657444014,0.519079428
0.52641632,0.464301013
0.68613599,0.715666464
0.518567327,0.438204708
0.419993919,0.583972514
0.454687317,0.628995656
0.441958986,0.430265044
0.340313823,0.466610338
0.293245821,0.56551732
0.203002912,0.165156138
0.56809984,0.435008
0.738059318,0.653602305
0.622463732,0.516784099
0.747797501,0.579443349
0.415401943,0.452313047
0.361398727,0.220911841
0.515426486,0.368089363
0.344385556,0.329778353
0.344879707,0.48679653
0.38311866,0.35655657
0.52641632,0.571893652
0.348184205,0.36811871
0.291406893,0.264021838
0.77424512,0.662464
0.436343899,0.379298751
0.354143107,0.337825992
0.685746604,0.476241118
0.853864207,0.666904085
0.74300654,0.631540135
0.689759694,0.572178812
0.739669407,0.55915143
0.390889884,0.264482241
0.736612293,0.568087843
0.523704275,0.463440207
0.408781342,0.507350965
0.634681957,0.650503803
0.675582248,0.432964704
0.737268982,0.624256938
0.795815547,0.725834511
0.207891201,0.205307131
0.5521472,0.440896
0.629816043,0.520509126
0.57691483,0.505639112
0.739842209,0.504383081
0.494627785,0.372867018
0.30054604,0.222988878
0.455297953,0.438165442
0.358044704,0.449017535
0.32211092,0.31482824
0.370993207,0.248142562
0.70338752,0.470016
0.761393371,0.519788665
0.583325628,0.537122524
0.755288736,0.542625466
0.694988158,0.709576062
0.430123155,0.431558092
0.635920864,0.408664297
0.763597893,0.474410921
0.565093394,0.513223733
0.68580482,0.472058695
0.53958162,0.524873895
0.447510709,0.394277081
0.600627587,0.555550262
0.632401583,0.545197853
0.251146392,0.696335964
0.595078591,0.415099986
0.663282283,0.479025606
0.462192814,0.712959398
0.587873054,0.423377973
0.60496128,0.449664
0.515848223,0.542939481
0.58936657,0.525859974
0.636953759,0.490685952
0.457105912,0.3789578
0.397242468,0.368644495
0.797011718,0.644764793
0.28614963,0.270112859
0.449574777,0.41232014
0.37478192,0.357372738
0.281334994,0.239043429
0.417166737,0.339267258
0.441159831,0.400858787
0.490566475,0.395929518
0.466965334,0.396372098
0.505658918,0.426727149
0.473300518,0.183632626
0.481574237,0.408895519
0.361217069,0.204566937
